eadid,bib_number,collection_title,match_count,match_type,match_phrase,snippet
americanslaverydocs,002779193,American slavery documents collection,184,title_match,Bill of sale,", from Edmund Hoskins to Joseph        Blount, N.C. Bill of sale for four slaves: Milly, 2 y.o.,"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,slaves,"Joseph        Blount, N.C. Bill of sale for four slaves: Milly, 2 y.o., Ann, 5"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,Bill of sale,"777, from James and Josiah Huie to Samuel Guy Bill of sale for one slave, $251, to Sam Woods"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,Bill of sale,"for one slave, $251, to Sam Woods Bill of sale for one slave man: Dave, 35 y.o."
americanslaverydocs,002779193,American slavery documents collection,184,title_match,Bill of sale,"y.o., $325, to Samuel        Guy Bill of sale for one slave girl: Beck, 14 y.o."
americanslaverydocs,002779193,American slavery documents collection,184,title_match,slaves,"author's brother, Richard,        and the freeing slaves to Martha Moore of N.C. Trust deed between William Scott"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,slaves,", and John Pilson in which        Scott gives Wallace slaves as collateral: Phyllis, woman, her child Robert"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,Bill of sale,", and        two slave men, Jesse and Ben Bill of sale for one slave: Ben, 9 y.o.,"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,Bill of sale,"slave: Ben, 9 y.o., $200 Bill of sale for three slaves: Jimmy, Milton, and Carter"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,slaves,"y.o., $200 Bill of sale for three slaves: Jimmy, Milton, and Carter, from Peter"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,Bill of sale,"Winn to        William Ryan of Guilford County, N.C. Bill of sale for one slave girl: 19 y.o., from"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,Bill of sale,"y.o., from Alexander Hogan to Samuel        Guy Bill of sale for two slave boys: Richard and Benjamin, $"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,Bill of sale,"two slave boys: Richard and Benjamin, $1200 Bill of sale for one slave woman, $550, from J.K."
americanslaverydocs,002779193,American slavery documents collection,184,title_match,Bill of sale,"certifying the freedom of Elias, Frederick County, Md. Bill of sale for one slave boy: Adam, $200,"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,slaves,"Notes to the Caroline County Jailer asking him to take slaves into custody,        slaves named: Adam, Randal"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,slaves,"Jailer asking him to take slaves into custody,        slaves named: Adam, Randal, Walker, Jim,"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,Bill of sale,"Adam, Randal, Walker, Jim, and Eldrid Bill of sale for four slaves: Milly, Jim, 7 y.o"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,slaves,", Jim, and Eldrid Bill of sale for four slaves: Milly, Jim, 7 y.o., Eliza"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,bills of sale,"Frederick County, Md. Paper from Thomas Berry detailing two bills of sale proclaiming that ""William        Williams, a colored man"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,Bill of sale,""" wanted to purchase his wife and child from Berry Bill of sale for one slave: Dianah, $250, from"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,Bill of sale,"Grandstaff to Mr.        Rice, Shenandoah County, Va. Bill of sale for one slave: Henry, 18 y.o.,"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,slaves,"Response to John Hunt about his notice of selling 60 slaves, New        Orleans Bill of sale for two slaves"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,Bill of sale,"his notice of selling 60 slaves, New        Orleans Bill of sale for two slaves: James Ross's document notarized by"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,slaves,"slaves, New        Orleans Bill of sale for two slaves: James Ross's document notarized by Maria Cohen;"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,slaves,black woman sells Eve's children; sale of two slaves for $500 to Levi S. D'tyon -        slaves
americanslaverydocs,002779193,American slavery documents collection,184,title_match,slaves,"slaves for $500 to Levi S. D'tyon -        slaves: Nancy, age 8, and John, age"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,slaves,"8, and John, age 6 Statement of the slaves belonging to heirs of John L. Ward, Richard Ward"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,Bill of sale,"Richard Ward to        Martha A. Power, an heir Bill of sale for two slave women, $1200, from Cole"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,Bill of sale,", Halifax County        [N.C.? Va.?] Bill of sale for one slave man: Philip, $400,"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,Bill of sale,"to        Joseph Snapp, Front Royal area, Va. Bill of sale for one slave boy: Ralph, 16 y.o."
americanslaverydocs,002779193,American slavery documents collection,184,title_match,Bill of sale,", $650, to Nancy Robards,        N.C. Bill of sale for one slave: Sheriff's Bill of Sale -"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,Bill of Sale,"N.C. Bill of sale for one slave: Sheriff's Bill of Sale - sale of Warren, negro        boy, about"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,negro,"Sheriff's Bill of Sale - sale of Warren, negro        boy, about seven years of age for $"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,Bill of sale,"Hannah L., [B], South        Carolina Bill of sale for one mulatto man: Lewis, $800,"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,Bill of sale,"Mores, Sheriff's Office, Sumter District, S.C. Bill of sale for one slave man: Jim, 26 y.o."
americanslaverydocs,002779193,American slavery documents collection,184,title_match,bills of sale,"$500, to William Mitchell,        Ga. Three bills of sale (2 Ky., 1 S.C.) Return of property"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,slaves,", 1 S.C.) Return of property notice for six slaves: Mariah, Hester, Adam, Sarah, Sigga"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,Bill of sale,"Paul H. Allen Mortgage of personal property (S.C.) Bill of sale for one slave man: Jacob, $187.50,"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,Bill of sale,"I] Trout, Front Royal area,        Va. Bill of sale for one slave and blacksmith tools: Ben, blacksmith"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,Bill of sale,", blacksmith, from John        Ing to Bryant Young Bill of sale for one slave girl: Caroline, 22 y.o."
americanslaverydocs,002779193,American slavery documents collection,184,title_match,Bill of sale,"       to Richard R. Winfrey, Hall County, Ga. Bill of sale for one slave woman: Matilda, and her two"
=======
americanslaverydocs,002779193,American slavery documents collection,184,title_match,Bill of sale,"Manea               to John Kelly, Granville County, N.C. Bill of sale for one slave girl, $287, from David"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,Bill of sale,"District N.C. to Hardy Clemmond of Pendleton District, S.C. Bill of sale for one slave woman: Serena, and her child"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,Bill of sale,"$440, from M. Stokes               to Samuel Guy Bill of sale for one slave girl, $350, to Samuel"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,Bill of sale,", NY Slip of paper: ""Thomas Thomson"" Bill of sale for one slave man: Dave, 27 y.o."
americanslaverydocs,002779193,American slavery documents collection,184,title_match,Bill of sale,"y.o., $400, to William               Sutton Bill of sale for one slave: Hannah, from William Brumfield to"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,Bill of sale,": Hannah, from William Brumfield to Richard               Jones Bill of sale for tract of land and two slaves: Harriet,"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,slaves,"Jones Bill of sale for tract of land and two slaves: Harriet, girl, and Tanney,               woman"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,abolition,"poem, The Blood Brother, in support of               abolition Bill of sale for one slave boy: Henry,"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,Bill of sale,", The Blood Brother, in support of               abolition Bill of sale for one slave boy: Henry, 14 y.o."
americanslaverydocs,002779193,American slavery documents collection,184,title_match,Bill of sale,"Bennett to               Richard Jones, Pittsylvania County, Va. Bill of sale for one slave woman: Sue, $300,"
americanslaverydocs,002779193,American slavery documents collection,184,title_match,slaves,", Georgetown District, S.C.; also gives the former slaves $50 from her               estate Bill of sale for"
